Name,Age,Nationality,Overall,Potential,Position
B. Hernández,23,Mexico,56,64,LB
C. Carroll,19,Republic of Ireland,56,74,CB
D. Takahashi,19,Japan,56,70,ST
L. Brand,18,Netherlands,56,68,GK
Liu Yang,23,China PR,56,64,LM
Y. Zummack,22,Germany,56,62,GK
R. Feely,21,Republic of Ireland,56,67,RCB
J. Hove,17,Norway,56,74,CM
T. Deters,22,Germany,56,63,CM
H. Bellman,19,Sweden,56,71,LM
Marc Vito,21,Spain,56,66,GK
C. MacPherson,19,Scotland,56,71,CM
C. Rojas,20,Colombia,56,65,ST
A. Cvetkovic,23,Serbia,56,63,RB
R. Okazaki,26,Japan,56,59,CB
R. Wintle,21,England,56,66,LCM
M. Smith,18,Wales,56,75,CDM
J. Rees,24,England,56,58,CM
K. Ogi,35,Japan,56,56,GK
Álvaro Gómez,21,Spain,56,67,CM
T. Makowski,18,Poland,56,73,CM
C. Sickinger,20,Germany,56,68,CDM
A. Al Bahri,23,Saudi Arabia,56,64,GK
K. Dybowski,21,Poland,56,65,GK
T. Vermot,21,France,56,65,GK
Darío Ramos,18,Spain,56,74,GK
R. Escobar,21,Chile,56,62,ST
M. Ogkmpoe,23,Greece,56,63,ST
N. Pejovi?,19,Serbia,56,73,CB
J. Lokilo,19,DR Congo,56,73,RM
Wang Ziming,21,China PR,56,65,ST
T. O'Neill,18,England,56,72,ST
C. Waters,22,Scotland,56,64,LB
J. Williams,18,England,56,74,RB
K. Mendoza,23,Denmark,56,62,GK
Pedrosa,21,Spain,56,64,ST
F. Becker,18,Germany,56,73,CM
J. Brown,20,England,56,68,RM
M. Bulka,18,Poland,56,74,GK
R. Deprem,20,Sweden,56,65,LW
H. Al Watyan,21,Saudi Arabia,56,66,GK
I. Samba,20,France,56,69,RB
S. Ta?a,26,Turkey,56,58,CM
J. Castillo,19,Chile,56,73,LW
O. ?ahin,20,Turkey,56,64,LM
A. Cháves,26,Argentina,56,58,CM
H. Campbell,22,England,56,64,GK
F. Myhre,19,Norway,56,69,CDM
I. Sauter,17,Switzerland,56,80,CB
M. Castaño,19,Colombia,56,74,CAM
L. Ureta,19,Chile,56,73,GK
J. Ceesay,20,Sweden,56,66,RM
J. Fischer,18,Netherlands,56,72,CM
D. Paw?owski,19,Poland,56,66,RB
J. Ball,22,England,56,64,CM
M. Shinada,18,Japan,56,71,CM
C. Lyon,26,United States,56,61,GK
Li Siqi,20,China PR,56,64,CM
G. Pender,24,Republic of Ireland,56,62,LS
E. Crona,18,Sweden,56,74,ST
M. Idzik,21,Poland,56,65,ST
L. Gelzleichter,18,Germany,56,74,ST
S. Kulenovi?,18,Croatia,56,75,ST
J. Talbot,21,Republic of Ireland,56,63,GK
J. Hallam,19,England,56,71,ST
J. Olufsen,22,Norway,56,64,LW
N. Al Harthi,19,Saudi Arabia,56,70,RM
J. Thompson,19,England,56,70,CB
Long Wei,23,China PR,56,63,CB
J. Valdeblánquez,20,Colombia,56,69,RM
C. Núñez,20,Paraguay,56,67,CDM
S. Mallon,19,Republic of Ireland,56,73,LM
D. Tomii,28,Japan,56,57,GK
K. Suzuki,22,Japan,56,62,ST
M. Sopo?ko,19,Poland,56,69,CAM
O. Al Suhaymi,25,Saudi Arabia,56,58,CDM
D. Pierias,18,Australia,56,70,RB
R. Tsonev,23,Bulgaria,56,62,CM
C. Ellis,21,Republic of Ireland,56,66,ST
H. Finndell,18,Sweden,56,73,CM
C. Cooper,21,England,56,59,CM
E. Maulana Vikri,17,Indonesia,56,74,CAM
D. Ingham,19,New Zealand,56,67,RB
A. Koiki,18,England,56,63,LB
S. Farsak,20,Turkey,56,65,CDM
I. Cameron,17,Scotland,56,74,CF
P. Bird,19,Northern Ireland,56,71,CB
Y. Avc?lar,19,Turkey,56,70,CB
Peng Rui,24,China PR,56,61,LB
Yang Ke,29,China PR,56,56,RM
R. Majecki,18,Poland,56,76,GK
S. Nakagawa,19,Japan,56,72,CB
R. Oates,23,England,56,61,RM
P. Patron,20,France,56,63,GK
P. Lewis,23,England,56,60,CM
R. Giles,18,England,56,76,LWB
S. Sohm,17,Switzerland,56,76,CDM
M. Wohlgemuth,23,Denmark,56,65,CM
M. ?yro,19,Poland,56,70,CB
A. Al Arishi,23,Saudi Arabia,56,65,CB
Y. Mersin,23,Turkey,56,64,GK
S. Want,21,Scotland,56,70,CB
L. Grabovac,20,Austria,56,69,LW
Liu Heng,22,China PR,56,65,CB
S. Bojang,20,Norway,56,67,RB
L. Conlan,23,Northern Ireland,56,61,LB
Liu Hao,22,China PR,56,65,RM
J. Medina,20,Mexico,56,67,CM
S. Giménez,17,Mexico,56,79,ST
T. Francois,17,Australia,56,74,CAM
D. Kaneko,19,Japan,56,65,RCM
D. van Kaam,18,Netherlands,56,75,CAM
F. Fischerauer,19,Austria,56,68,CM
A. Hellborg,19,Sweden,56,73,CM
B. Daniels,24,England,56,59,LM
Zhou Qiming,23,China PR,56,60,RB
D. Miya,22,Japan,56,62,CB
M. Nottingham,29,St Kitts Nevis,56,56,RB
A. Abdulhameed,24,Saudi Arabia,56,59,GK
Y. Wakizaka,23,Japan,56,60,CM
M. Tapias,21,Mexico,56,64,CB
R. Correa,18,Colombia,56,70,RM
O. Solbakken,19,Norway,56,67,RW
A. Koljic,19,Germany,56,68,LB
J. Bennett,22,England,56,62,RWB
J. Nieva,19,Colombia,56,70,CDM
H. Salem,20,Saudi Arabia,56,68,LB
E. Sandberg,18,Norway,56,73,CB
F. Abo Bakr,21,Saudi Arabia,56,67,CB
T. Tanaka,20,Japan,56,68,CM
Zuo Yiteng,23,China PR,56,65,RB
W. Fitzgerald,19,Republic of Ireland,56,66,LM
K. Osako,18,Japan,56,68,GK
Wei Zhen,21,China PR,56,65,CB
A. Hudu,18,Ghana,56,69,CM
J. Lalrinzuala,19,India,56,64,LB
I. Pearce,19,England,56,68,ST
R. Motegi,21,Japan,56,65,CB
K. Cabral,18,France,56,70,LM
A. Majok,19,Kenya,56,69,ST
R. Ito,20,Japan,56,64,LM
I. Ünal,20,Turkey,56,69,GK
E. Chilufya,18,Zambia,56,75,ST
Lee Joon Hee,24,Korea Republic,56,61,GK
M. Stajduhar,20,United States,56,69,GK
K. Fatkic,20,Slovenia,56,65,CAM
A. Jakupovi?,20,Austria,56,72,ST
A. Eichhorn,19,Germany,56,66,RB
Yang Wanshun,22,China PR,56,65,LW
Philippe,18,Brazil,56,73,RS
Yang Fan,22,China PR,56,65,RB
D. Pipe,34,Wales,56,56,RWB
K. Ichimi,20,Japan,56,70,ST
J. Ponticelli,19,England,56,72,ST
S. Ali Yahya,19,Saudi Arabia,56,72,RB
S. Brolin,17,Sweden,56,78,GK
J. Pérez,18,Mexico,56,74,ST
A. Pearce,21,Australia,56,64,GK
B. White,26,Australia,56,59,GK
B. Nygren,16,Sweden,56,73,ST
Yang Liyu,21,China PR,56,63,RM
L. Davies,18,England,56,68,RB
F. Espinoza,20,Chile,56,67,ST
Joan Luque,26,Spain,56,57,LM
R. Hoffmann,19,Germany,56,74,GK
Z. Mills,26,England,56,59,RB
H. Herrera,20,Chile,56,66,CM
A. Ajdarevi?,20,Albania,56,64,LW
Y. Uekusa,35,Japan,56,56,GK
K. Rowles,20,Australia,56,71,LWB
T. Hamilton,19,England,56,74,LM
K. Ito,19,Japan,56,65,LB
C. O'Toole,20,Australia,56,68,LB
E. Moran,21,Republic of Ireland,56,67,GK
I. Koné,19,Mali,56,70,ST
K. Awuah,22,Canada,56,64,CM
L. Ashby-Hammond,17,England,56,76,GK
N. Marfelt,23,Denmark,56,63,LB
T. Chakwana,19,England,56,64,RM
F. Schram,23,Iceland,56,66,GK
D. Daly,20,Republic of Ireland,56,68,LB
S. Pedersen,19,Norway,56,67,ST
M. Al Hamad,19,Saudi Arabia,56,68,ST
O. Ünlüçifçi,21,Germany,56,66,RM
A. Hoven,20,Norway,56,69,RM
C. Zuvela,21,Australia,56,67,CM
O. Christensen,19,Denmark,56,67,GK
D. Breitfelder,21,Germany,56,66,ST
G. Vetti,19,Norway,56,66,CM
L. Robles,21,England,56,67,ST
M. Miño,20,Argentina,56,70,GK
W. Le Pogam,25,France,56,59,LB
N. Mbo,19,DR Congo,56,61,ST
Lee Kwang Jin,26,Korea Republic,56,58,CDM
S. Abifade,18,Germany,56,77,LW
C. Lokoli-Ngoy,21,Australia,56,69,ST
E. Bijlsma,19,Netherlands,56,67,CM
D. Hayes,23,Republic of Ireland,56,62,RB
M. ?liwa,17,Poland,56,75,CAM
S. Moore,23,England,56,62,GK
Y. Takeda,31,Japan,56,56,GK
J. Kavanagh,23,Republic of Ireland,56,62,RB
Kim Tae Ho,26,Korea Republic,56,59,GK
R. Vinderslev,20,Denmark,56,67,CM
A. Nurudeen,19,Ghana,56,69,GK
T. Damsgaard,20,Denmark,56,66,RB
K. Henry,18,England,56,68,ST
Zhu Xiaogang,30,China PR,56,56,CDM
A. Kuruniyan,21,India,56,70,LW
R. Batlokwa,20,Botswana,56,68,CM
B. Leneis,19,Germany,56,67,GK
M. Blair,18,England,56,66,LM
Lee Hyun Sik,22,Korea Republic,56,64,CM
J. Etou,24,France,56,62,LDM
Cui Ming'an,23,China PR,56,63,LDM
D. López,18,Mexico,56,66,ST
P. Pierzcha?a,19,Poland,56,65,CB
O. Al Owdah,19,Saudi Arabia,56,71,RB
A. Thurgate,18,Australia,56,69,CM
Y. Magnin,21,France,56,64,CM
A. Al Enazi,21,Saudi Arabia,56,65,RB
C. Clifford,26,Republic of Ireland,56,57,CM
T. Hagelskjaer,23,Denmark,56,64,GK
N. Rodes,20,Belgium,56,67,CDM
L. Mirwa,23,South Africa,56,63,LB
W. Altamirano,20,Argentina,56,64,CM
Ko Jae Hyun,19,Korea Republic,56,71,RM
O. Evans,21,Wales,56,68,GK
Lü Peng,28,China PR,56,56,CM
Xu Yougang,22,China PR,56,65,RB
Sun Guowen,24,China PR,56,58,LM
S. Alzate,19,England,56,68,LCM
M. Steinwender,18,Austria,56,70,CB
H. Cardwell,21,Scotland,56,63,ST
M. Vantruba,20,Slovakia,56,71,GK
H. Wilder,18,England,56,74,LB
B. Delihasan,19,Turkey,56,72,CDM
D. Puster,19,Austria,56,68,RM
H. Tombakti,19,Saudi Arabia,56,71,CB
L. Gibbens,17,England,56,71,CB
G. Kostadinov,27,Bulgaria,56,57,LDM
L. Perea,32,Colombia,56,56,ST
A. Ogalde,21,Chile,56,64,GK
M. Bersano,25,United States,56,61,GK
I. Olaofe,18,England,56,68,ST
D. Barnett,21,Republic of Ireland,56,65,LB
R. Ferguson,20,Scotland,56,69,GK
F. Domínguez,20,Uruguay,56,65,CM
N. Vitré,20,France,56,68,CB
H. Al Sibyani,19,Saudi Arabia,55,64,LB
M. Shabow,20,Australia,55,64,LM
A. Famewo,19,England,55,66,CB
W. Tomlinson,20,England,55,65,CM
O. Al Zayni,22,Saudi Arabia,55,62,CDM
A. Linnér,19,Sweden,55,67,ST
A. Tarmin,21,Saudi Arabia,55,67,RB
J. Roberts,17,Australia,55,75,ST
K. Horgan,21,Republic of Ireland,55,62,GK
J. Tibbetts,19,England,55,65,GK
R. Balanta,25,Colombia,55,60,ST
D. Arias,18,Chile,55,68,ST
W. Huffer,19,England,55,72,GK
Yan Zhiyu,25,China PR,55,60,LB
W. Hanssen,20,Norway,55,63,ST
M. Al Thani,21,Saudi Arabia,55,65,RM
Montes,20,Spain,55,64,CB
N. Khalifa,22,Saudi Arabia,55,65,RB
A. Fisher,20,England,55,63,GK
C. Lindley,20,United States,55,69,CM
M. Borgogno,19,Argentina,55,69,GK
H. Al Shaie,20,Saudi Arabia,55,66,ST
G. Haag,18,France,55,72,CDM
C. McVey,21,Sweden,55,63,RB
I. Ibañez,21,Chile,55,63,RB
H. Sobol,18,Poland,55,66,ST
Cristian Arco,23,Spain,55,61,GK
G. Satalino,19,Italy,55,70,GK
A. Diaz,18,Chile,55,73,LW
M. Hauptmann,18,Germany,55,72,RM
S. Kelly,28,Republic of Ireland,55,55,RB
K. Zobeck,28,United States,55,55,GK
G. McDonagh,20,Republic of Ireland,55,65,ST
D. Bielica,19,Poland,55,69,GK
M. Akjah,20,Saudi Arabia,55,71,GK
R. Sandford,19,England,55,68,GK
R. Slater,18,England,55,66,RCM
A. Al Nassar,26,Saudi Arabia,55,55,LM
A. Al Shehry,22,Saudi Arabia,55,62,GK
M. Kristensen,25,Denmark,55,59,ST
E. Wearen,25,Republic of Ireland,55,57,RCM
M. Solberg,23,Denmark,55,60,ST
Gianluca Zanette,21,Brazil,55,66,GK
T. Bloor,18,England,55,74,RWB
V. Arzayus,26,Colombia,55,57,ST
M. Kaastrup,17,Denmark,55,72,LM
J. Sinclair,30,England,55,55,RB
P. Gueye,19,France,55,73,CDM
M. Godoy,21,Chile,55,67,RW
J. ?o?,17,Poland,55,76,ST
S. Gussiås,18,Norway,55,67,ST
G. Piras,19,Italy,55,70,CB
J. Sowerby,23,England,55,62,RB
Taliby,21,Spain,55,64,GK
P. Waring,19,Japan,55,61,ST
A. Agouda,19,Norway,55,70,ST
T. Mitchell,18,England,55,72,LB
H. Acar,23,Turkey,55,64,CM
K. Ahmadi,19,Sweden,55,65,LM
B. Maher,17,Republic of Ireland,55,69,GK
A. Al Shammari,19,Saudi Arabia,55,66,CAM
A. Haroon,19,Saudi Arabia,55,65,CB
R. Edmonds-Green,19,England,55,70,CB
N. Sheron,20,England,55,69,CB
S. Baptiste,20,England,55,71,CM
M. El Idrissy,19,France,55,70,ST
C. Goddard,21,Japan,55,69,CAM
B. Leiva,20,Chile,55,65,LW
R. Kamber,22,Switzerland,55,66,ST
M. Valenta,18,Czech Republic,55,70,CM
T. Forbes,22,England,55,66,RWB
K. Lara,19,Chile,55,70,LB
A. Baun,22,Denmark,55,62,RM
B. Niezgoda,18,Poland,55,73,GK
A. Do?an,16,Turkey,55,71,CB
A. Payne,18,England,55,71,CM
J. López,18,Argentina,55,70,CM
M. Matic,22,Switzerland,55,67,GK
Chang Feiya,25,China PR,55,57,ST
J. Kayode,18,Nigeria,55,70,ST
A. Arigoni,19,Switzerland,55,63,LB
R. McGinley,18,Northern Ireland,55,68,LM
T. Amos,20,Sweden,55,68,GK
Y. Taki,18,Japan,55,70,CM
D. B?anik,21,Poland,55,64,RM
Y. Nishimura,18,Japan,55,64,CM
M. Howarth,19,England,55,65,CM
S. Mann,21,Austria,55,67,CM
M. Karlsson,22,Sweden,55,62,GK
Y. Oki,18,Japan,55,72,GK
R. Swan,22,Republic of Ireland,55,61,ST
D. Noone,21,Republic of Ireland,55,64,CAM
Wang Liang,28,China PR,55,55,RB
M. Ross Jensen,17,Denmark,55,73,CB
F. Kraft,19,Germany,55,70,GK
A. Bonnah,18,Sweden,55,65,CM
M. Barker,24,Republic of Ireland,55,58,RB
O. Bayode,19,England,55,63,RM
C. Bassett,16,United States,55,77,CDM
Víctor Gómez,18,Spain,55,73,LB
B. Berríos,20,Chile,55,69,CM
N. Logue,22,Northern Ireland,55,63,CB
D. Dennehy,29,Republic of Ireland,55,55,RCB
S. Harding,29,Republic of Ireland,55,55,RWB
K. Sibille,19,Argentina,55,72,CB
C. Oxlade-Chamberlain,20,England,55,70,RB
J. Guttau,18,Germany,55,71,CAM
N. Hunt,34,England,55,55,RB
E. Çetindere,18,Turkey,55,76,CDM
Jang Eun Gyu,25,Korea Republic,55,57,CM
F. Durmu?,19,Turkey,55,71,CM
R. Lopez-Espin,22,United States,55,64,ST
K. Davies,21,Wales,55,67,CB
Y. Aguila,22,Chile,55,63,LB
J. Romo,18,Chile,55,71,ST
A. Troffa,18,France,55,68,CM
F. Darisi,21,Saudi Arabia,55,67,CB
A. Quintana,23,Colombia,55,63,GK
K. Klaesson,17,Norway,55,70,GK
H. Ishikawa,19,Japan,55,64,CM
C. Moreno,20,Mexico,55,64,GK
E. Selen,23,Turkey,55,62,GK
M. Hernández,19,Argentina,55,70,CM
A. Sevestre,19,France,55,68,GK
L. Dunne,19,Republic of Ireland,55,72,CAM
L. Cass,18,England,55,74,RB
S. Jurado,20,Mexico,55,69,GK
G. Kawanami,27,Japan,55,56,GK
D. Araki,24,Japan,55,59,CM
R. Uehara,21,Japan,55,66,RCM
J. Grayson,19,England,55,70,CB
N. Gartside,20,Northern Ireland,55,67,GK
R. Piscitelli,24,Italy,55,59,GK
H. Guenouche,18,France,55,71,LB
N. Hahn,17,Austria,55,77,CDM
E. Küc,21,Germany,55,65,CAM
J. Gali?,18,Germany,55,72,GK
E. Iandolo,20,England,55,63,LB
B. Doherty,21,Republic of Ireland,55,68,LB
K. Yamaguchi,23,Japan,55,61,CF
H. Ishihara,19,Japan,55,72,LM
W. Scott,18,Australia,55,68,LB
H. Offia,18,Nigeria,55,66,LM
R. Yañez,23,Chile,55,65,GK
K. Ward,18,England,55,74,CM
G. Rogers,17,England,55,70,RM
K. McIntosh,24,United States,55,62,GK
W. Graham,19,Scotland,55,70,ST
M. Henvey,18,Scotland,55,72,ST
L. Gray,22,Wales,55,65,GK
E. Suliman,20,England,55,67,CB
K. Mellado,19,Chile,55,69,ST
F. Tägtström,20,Sweden,55,64,CB
J. Kronig,18,Switzerland,55,77,CB
M. Edjouma,21,France,55,64,CDM
L. Wackerle,22,Austria,55,61,GK
T. Shibuya,23,Japan,55,60,GK
B. Mumba,16,England,55,80,CM
A. Addai,24,England,55,62,ST
R. Gómez,16,Argentina,55,76,RM
A. Gilchrist,23,Scotland,55,65,LCB
V. Reitstetter,20,Germany,55,68,CB
B. Ozegovic,18,Austria,55,66,GK
M. Orozco,22,Mexico,55,64,RB
S. Bakan,17,Turkey,55,70,LM
M. Leverbe,21,France,55,63,CB
P. Almqvist,18,Sweden,55,72,LW
Wang Chu,27,China PR,55,55,CAM
M. Prinz,18,Germany,55,71,GK
M. García,19,Colombia,55,64,ST
P. Pellegrino,20,Italy,55,64,GK
R. Al Otaibi,18,Saudi Arabia,55,72,RB
N. Hämäläinen,21,Finland,55,65,LB
A. Kapp,23,United States,55,63,GK
L. Shabani,18,Albania,55,72,LM
B. Castrejón,21,Mexico,55,64,LB
A. Kawai,18,Japan,55,68,LB
A. Nadesan,23,England,55,59,RS
A. Rodriguez,19,Chile,55,71,CB
V. Kaith,21,India,55,64,GK
S. Daly-Bütz,22,Republic of Ireland,55,63,RM
A. Gudjónsson,19,Norway,55,71,CB
H. Andersson,16,Sweden,55,70,CB
C. Elliot,18,New Zealand,55,72,CAM
V. Triboulet,19,France,55,71,ST
A. Zaizen,19,Japan,55,66,CAM
C. López,23,Colombia,55,65,GK
A. Kigbu,19,England,55,74,CB
S. Tracy,29,Republic of Ireland,55,55,LB
C. Sepúlveda,21,Colombia,55,67,CDM
S. Martin,21,Scotland,55,69,LDM
Y. Nishibe,37,Japan,55,55,GK
Liu Le,29,China PR,55,55,LB
R. Clampin,19,England,55,71,LB
L. Hlabi,18,England,55,58,ST
L. O'Reilly,22,England,55,63,GK
H. Noda,20,Japan,55,70,CB
K. Taimi,26,Finland,55,57,RB
R. Al Najjar,23,Saudi Arabia,55,62,GK
Liu Yue,20,China PR,55,64,LM
A. Takagi,20,Japan,55,66,ST
P. Bahanack,20,Cameroon,55,64,CB
M. Leiva,18,Chile,55,72,ST
A. Hodi?,18,Austria,55,68,ST
R. Mantel,17,Belgium,55,73,GK
I. Mahnashi,18,Saudi Arabia,55,73,CM
J. Hamon,23,England,55,61,GK
J. Earing,19,England,55,70,CM
M. Kamissoko,25,France,55,60,CB
O. Nowak,20,Poland,55,64,ST
J. Alvarado,18,Mexico,55,74,ST
B. Wade,17,England,55,76,GK
Mai Jiajian,22,China PR,55,61,LM
H. Hawsawi,21,Saudi Arabia,55,66,GK
J. Montoya,19,Colombia,55,71,GK
Dong YanFeng,22,China PR,55,61,RB
M. Said,18,Sweden,55,76,ST
G. Arib,18,France,55,69,CDM
T. Mohr,21,Germany,55,63,CB
Sun Ya,21,China PR,55,65,RM
J. ?abojko,20,Poland,55,64,CDM
D. Camara Bos,19,Netherlands,55,68,RB
J. Saki,27,France,55,55,CM
A. Benedyczak,17,Poland,55,73,ST
Li Chen,21,China PR,55,67,GK
A. Kajpust,19,Poland,55,63,CB
J. Cano,22,United States,55,64,RB
M. Minder,25,Switzerland,55,61,GK
A. Marie-Sainte,19,France,55,70,CB
L. Sutton,21,England,55,63,RB
D. Amos,18,England,55,69,LB
M. Goto,24,Japan,55,61,GK
A. Splaine,21,Scotland,55,63,CDM
C. Peters,19,England,55,68,ST
R. Sulewski,24,Poland,55,61,RB
Luo Hao,23,China PR,55,61,CB
R. Deiman,19,Netherlands,55,67,CM
T. Okuda,29,Japan,55,56,GK
T. Jäntti,18,Finland,55,69,CAM
C. Haas,25,Austria,55,58,GK
Jin Qiang,25,China PR,55,60,RDM
Z. Hakeem,19,England,55,68,ST
Zhao Yingjie,25,China PR,55,58,CM
R. Ayagwa,20,Nigeria,55,67,CM
C. Ortiz,31,Venezuela,55,55,ST
P. Samiec-Talar,16,Poland,55,73,ST
D. Butterworth,18,England,55,70,ST
Y. Nuxoll,20,Germany,55,67,CB
A. Sow,18,Senegal,55,70,RW
S. Svenlén,18,Sweden,55,65,CB
F. Botiseriu,19,Germany,55,71,LB
L. Ward,21,England,55,69,GK
H. Palacios,18,Colombia,55,76,RW
N. Bai,19,France,55,68,LB
H. Pickering,19,England,55,70,LB
J. Dakir,21,Denmark,55,65,GK
Hugo Díaz,21,Spain,55,70,CB
T. Lowery,20,England,55,70,CM
J. Jaimes,20,Colombia,55,69,CDM
J. Tromsdal,20,Norway,55,65,CM
O. Aga,17,Norway,55,78,ST
J. Brannefalk,20,Sweden,55,65,CM
E. Adebayo,20,England,55,67,LW
J. Simpson,19,England,55,67,CM
E. Durmaz,18,Sweden,54,64,LM
A. Groundstroem,18,Sweden,54,64,CB
Y. Fofana,17,France,54,74,GK
A. Harper,20,England,54,64,RB
H. Darling,18,England,54,68,CB
E. Ross,21,England,54,66,GK
D. Wenzel-Halls,20,Australia,54,68,ST
J. Quiñones Saya,18,Colombia,54,75,RM
K. Brouder,19,Republic of Ireland,54,64,LCB
J. Berger,18,Germany,54,71,CDM
T. Holland,20,Republic of Ireland,54,67,GK
R. Lovett,21,England,54,65,GK
C. Magerusan,18,Romania,54,65,ST
V. Adebayor,21,Niger,54,63,CAM
T. Queen,19,Scotland,54,69,CB
C. Ruiz,20,Colombia,54,65,CM
M. Malec,23,Poland,54,61,LCB
F. Macias,19,Venezuela,54,69,ST
F. Acosta,24,Colombia,54,60,RM
M. Ndione,18,Sweden,54,64,ST
E. Fadda,21,Saudi Arabia,54,65,GK
M. Siby,21,France,54,61,CDM
H. McKirdy,21,Scotland,54,67,ST
E. Otim,19,Uganda,54,68,RM
D. Bochicchio,20,Italy,54,65,GK
O. Sverrisson,25,Sweden,54,57,LB
A. Smith,20,England,54,68,CAM
S. Avanzini,23,Italy,54,61,LB
E. Pastrana,18,Mexico,54,71,CB
B. Lund,21,Denmark,54,66,LB
M. Ibacache,19,Chile,54,64,LB
M. Howard,18,England,54,72,ST
H. Odoffin,20,England,54,64,RB
J. McAtee,18,England,54,71,ST
R. Akbari,18,Australia,54,69,CAM
A. Reyes Ambuila,18,Colombia,54,70,CB
I. Sadiq,18,Ghana,54,70,RW
C. Merrie,19,England,54,70,CM
L. Morrison,19,Scotland,54,67,ST
R. Strechie,17,Romania,54,66,CM
D. Castro,24,Chile,54,60,ST
A. Al Shammari,26,Saudi Arabia,54,56,GK
A. Long,17,England,54,72,CB
O. Sims,17,England,54,74,LM
S. Wilson,19,England,54,70,GK
L. Colville,19,England,54,64,LM
S. Barone,19,Italy,54,66,GK
C. Scott,19,England,54,69,ST
M. ?atin,21,Austria,54,62,RM
Y. Kurihara,34,Japan,54,54,CB
J. Hackett,18,England,54,64,CM
C. Giuliani,19,Austria,54,71,GK
S. Brady,22,Australia,54,63,RW
E. Breivik,18,Norway,54,68,CDM
R. Huser,20,Switzerland,54,71,CM
J. Suárez,20,Colombia,54,65,ST
D. G?ska,21,Poland,54,58,RM
D. Maekawa,23,Japan,54,61,GK
G. Maley,35,Scotland,54,54,GK
K. Yoshimaru,22,Japan,54,60,GK
B. Ekincier,19,Azerbaijan,54,68,LM
N. van den Dam,19,Netherlands,54,71,GK
S. Heaney,22,Republic of Ireland,54,60,LCB
C. MacDonald,20,Scotland,54,71,LB
M. Napa,19,England,54,74,RM
M. Venturi,19,Italy,54,66,CM
T. Durso,19,Argentina,54,74,GK
L. Gamíz,18,Mexico,54,69,CDM
M. Molenda,17,Poland,54,74,GK
E. Watt,18,Scotland,54,75,CM
Xu Tianyuan,21,China PR,54,67,LM
L. D'Arrigo,16,Australia,54,71,CAM
V. Barbero,17,Argentina,54,73,ST
J. Pereira,23,Uruguay,54,58,CB
A. Al Dakheel,22,Saudi Arabia,54,63,CB
I. Acero,18,Mexico,54,73,CM
V. Adeboyejo,20,England,54,63,ST
D. Dalling,19,England,54,71,CAM
E. McKeown,19,England,54,65,ST
J. Adams,17,Wales,54,70,RM
B. Al Bahrani,23,Saudi Arabia,54,62,GK
N. Celic,19,Austria,54,70,CDM
M. Al Majhad,21,Saudi Arabia,54,64,CM
J. Ferreira,17,Colombia,54,76,ST
T. Lauritsen,20,Norway,54,66,ST
Kang Yun Koo,25,Korea Republic,54,57,LM
M. Jenz,19,Germany,54,69,CB
C. Salomón,18,Chile,54,67,CB
I. Núñez,19,Chile,54,68,CB
B. Syla,20,Austria,54,60,CAM
R. Gutiérrez,22,Mexico,54,64,GK
W. Popp,23,Japan,54,60,GK
T. Kircher,19,Germany,54,66,RB
E. McGinty,18,Republic of Ireland,54,68,GK
T. Garratt,21,England,54,65,LB
S. Gucciardo,19,Turkey,54,66,ST
L. Russe,18,England,54,66,CM
J. Kerr,20,Scotland,54,69,RB
R. McCourt,20,Republic of Ireland,54,64,LDM
H. Strömgren,21,Sweden,54,62,GK
Li Lei,25,China PR,54,60,GK
A. Fantini,20,Japan,54,68,GK
V. Piechocki,21,France,54,63,CAM
M. Giraldo,20,Colombia,54,67,CDM
A. Damlu,18,Turkey,54,71,GK
K. Hori,19,Japan,54,65,CAM
S. Machino,18,Japan,54,65,ST
A. Nelson,20,England,54,64,ST
O. Skarsem,19,Norway,54,71,CM
C. Zamorano,19,Chile,54,68,CDM
A. Søndergaard,17,Denmark,54,77,GK
G. Harada,20,Japan,54,62,GK
E. Vertainen,19,Finland,54,67,CM
J. Breitfeld,21,Germany,54,65,RM
J. Beaulieu,24,Canada,54,59,GK
J. Weaver,21,England,54,66,GK
Mao Haoyu,21,China PR,54,62,ST
M. Lopez,21,Chile,54,66,CDM
F. Fridriksson,19,Iceland,54,70,LWB
C. Camwell,19,England,54,71,LB
J. Macdonald,22,Australia,54,65,ST
M. Schmeling,18,Germany,54,68,LB
H. Sharahili,28,Saudi Arabia,54,54,ST
P. Plewka,18,Poland,54,66,CDM
D. Marzino,21,Switzerland,54,64,GK
J. Echave,17,Chile,54,74,GK
M. Welch-Hayes,21,England,54,62,RB
A. Lyons,17,Republic of Ireland,54,66,RB
N. Feil,19,Germany,54,71,CM
G. Gibson,17,Norway,54,72,ST
M. Saunders-Henry,18,England,54,65,RM
J. Hanson,18,England,54,68,CM
F. Preston,19,England,54,74,RM
M. Contreras,19,Chile,54,66,ST
R. Tanaka,19,Japan,54,66,RM
G. Botos,17,Greece,54,75,CAM
S. Blaney,19,Republic of Ireland,54,67,CB
T. Clavijo,19,Colombia,54,69,LB
A. Comrie,21,Scotland,54,68,RB
Y. Ogaki,18,Japan,54,72,ST
B. Cotter,19,Republic of Ireland,54,64,RB
R. Masterson,21,Republic of Ireland,54,61,ST
Ma Junliang,20,China PR,54,68,CM
A. Vucenovic,20,Austria,54,64,ST
F. Gómez,18,Colombia,54,72,RM
